0.063148	0.278321
0.126295	0.325441
0.189443	0.370758
0.252590	0.411729
0.315738	0.445869
0.378886	0.470998
0.442033	0.485462
0.505181	0.488317
0.568328	0.479422
0.631476	0.459463
0.694624	0.429862
0.757771	0.392623
0.820919	0.350112
0.884066	0.304814
0.947214	0.259103
1.010361	0.215047
1.073509	0.174274
1.136657	0.137908
1.199804	0.106568
1.262952	0.080421
1.326099	0.059272
1.389247	0.042668
1.452395	0.030003
1.515542	0.020610
1.578690	0.013833
1.641837	0.009072
1.704985	0.005815
1.768133	0.003645
1.831280	0.002240
1.894428	0.001362
1.957575	0.000847
2.020723	0.000595
2.083871	0.000566
2.147018	0.000780
2.210166	0.001323
2.273313	0.002364
2.336461	0.004169
2.399608	0.007122
2.462756	0.011732
2.525904	0.018636
2.589051	0.028568
2.652199	0.042318
2.715346	0.060644
2.778494	0.084174
2.841642	0.113286
2.904789	0.147987
2.967937	0.187815
3.031084	0.231772
3.094232	0.278321
3.157380	0.325441
